wavelength	W/(nm·m2)
1948	0.01620084173127072
1949	0.01693128757094702
1950	0.016727
1951	0.01547753400043447
1952	0.01361542298287376
1953	0.01170894496509581
1954	0.01032637796487858
1955	0.010036
1956	0.01122248367761471
1957	0.01353607996238404
1958	0.01644343440834602
1959	0.01941119256953867
1960	0.021906
1961	0.0235540592891067
1962	0.02461980116759007
1963	0.0255272134015201
1964	0.02670028375696675
1965	0.028563
1966	0.03142563916595851
1967	0.03514363536725567
1968	0.03945871198557357
1969	0.04411259240259433
1970	0.048847
1971	0.05342901604705929
1972	0.05772715336338727
1973	0.0616352826561856
1974	0.06504727463265596
1975	0.067857
1976	0.07000916864580434
1977	0.07165184717919526
1978	0.07298394138968403
1979	0.07420435706678187
1980	0.075512
1981	0.07704771736972338
1982	0.07872012191983169
1983	0.08037976778507828
1984	0.08187720910021662
1985	0.083063
1986	0.08383990587530217
1987	0.084319537141478
1988	0.08466571547000279
1989	0.0850422625323517
1990	0.08561299999999999
1991	0.08641436312906797
1992	0.08697324151425627
1993	0.08668913833491057
1994	0.08496155677037658
1995	0.08119
1996	0.07499397760842591
1997	0.06687302480149689
1998	0.05754668319035492
1999	0.04773449438614197
2000	0.038156
2001	0.0294991264372284
2002	0.02232533927975617
2003	0.01716448890366975
2004	0.01454642568505556
2005	0.015001
2006	0.0187207806426605
2007	0.02454921007947842
2008	0.03099244919496608
2009	0.03655665887363582
2010	0.039748
2011	0.03954319899212958
2012	0.03680124440233015
2013	0.03285169031646593
2014	0.02902409082040115
2015	0.026648
2016	0.02674822338882116
2017	0.02913057231120097
2018	0.03329610953917019
2019	0.03874589784475961
2020	0.044981
2021	0.05153077145258579
2022	0.058037738352866
2023	0.06417271952685331
2024	0.06960653380056042
2025	0.07401000000000001
2026	0.07718037880083572
2027	0.07942069827733508
2028	0.08116042835341658
2029	0.08282903895299873
2030	0.084856
2031	0.08751868934407139
2032	0.09048611653779372
2033	0.09327519905948037
2034	0.0954028543874447
2035	0.096386
2036	0.09592199182287879
2037	0.09442993957149004
2038	0.09250939140866192
2039	0.09075989549722255
2040	0.089781
2041	0.08996140736441349
2042	0.09084643717624608
2043	0.09177056330587195
2044	0.09206825962366522
2045	0.091074
2046	0.0883182347194673
2047	0.08411531972352562
2048	0.07897558736785028
2049	0.07340937000811663
2050	0.067927
2051	0.06300098175771729
2052	0.05895250792965143
2053	0.05606494322272695
2054	0.05462165234386832
2055	0.054906
2056	0.05701761424966356
2057	0.06032117655786864
2058	0.06399763174124194
2059	0.06722792461641017
2060	0.069193
2061	0.0693178172436285
2062	0.06800339383887402
2063	0.0658947618123053
2064	0.06363695319049106
2065	0.061875
2066	0.06111470877582248
2067	0.06130498408663528
2068	0.06225550500953687
2069	0.06377595062162562
2070	0.065676
2071	0.06779120365308161
2072	0.07006059781458483
2073	0.07244909014954726
2074	0.07492158832300647
2075	0.077443
2076	0.07995628461185107
2077	0.08231660865502535
2078	0.08435719039227409
2079	0.08591124808634855
2080	0.086812
2081	0.08696804989951407
2082	0.08658954356531375
2083	0.08596201228135637
2084	0.08537098733159935
2085	0.085102
2086	0.0853647317900927
2087	0.08606546508371971
2088	0.08703463248230041
2089	0.08810266658725406
2090	0.0891
2091	0.08987831094011521
2092	0.09037426009980741
2093	0.09054575378944199
2094	0.0903506983193844
2095	0.08974699999999999
2096	0.08874862444944649
2097	0.08759377451705068
2098	0.08657671235993161
2099	0.08599170013520838
2100	0.086133
2101	0.08717583126209881
2102	0.08881924183198989
2103	0.09064323677083158
2104	0.09222782113978217
2105	0.093153
2106	0.09313050650215828
2107	0.09239898615498975
2108	0.09132881255674209
2109	0.09029035930566295
2110	0.089654
2111	0.0896797587292681
2112	0.09018626154805109
2113	0.09088178500220002
2114	0.09147460563756599
2115	0.091673
2116	0.09127364258076934
2117	0.09042679965280589
2118	0.08937113543445778
2119	0.08834531414407312
2120	0.087588
2121	0.08727745494765461
2122	0.08735033184072537
2123	0.08768288125996886
2124	0.08815135378614157
2125	0.088632
2126	0.08902416962861226
2127	0.0893196089842926
2128	0.08953316352566679
2129	0.08967967871136068
2130	0.08977400000000001
2131	0.08983146653789638
2132	0.08986939222210427
2133	0.08990558463736401
2134	0.08995785136841583
2135	0.090044
2136	0.0901751242198023
2137	0.09033546212729034
2138	0.09050253792487722
2139	0.09065387581497608
2140	0.090767
2141	0.09081554058289447
2142	0.09075755126873439
2143	0.09054719166312711
2144	0.09013862137167987
2145	0.089486
2146	0.08857293744861985
2147	0.08750084479777206
2148	0.08640058342261435
2149	0.08540301469830444
2150	0.08463900000000001
2151	0.08420690162262616
2152	0.08407508554017737
2153	0.08417941864641551
2154	0.08445576783510245
2155	0.08484
2156	0.08525226406087558
2157	0.08554983704151849
2158	0.08557427799172362
2159	0.08516714596128584
2160	0.08416999999999999
2161	0.08251657013387158
2162	0.08050927029374867
2163	0.07854268538668996
2164	0.07701140031975418
2165	0.07631
2166	0.0766965434036381
2167	0.07788298578348683
2168	0.07944475646151652
2169	0.08095728475969746
2170	0.081996
2171	0.08225813625157603
2172	0.081928146572304
2173	0.08131228876724396
2174	0.08071682064145595
2175	0.08044800000000001
2176	0.08070876759005778
2177	0.08128879592729715
2178	0.08187444046950765
2179	0.08215205667447877
2180	0.08180800000000001
2181	0.08064674538819293
2182	0.07894524571850742
2183	0.07709857335472545
2184	0.07550180066062899
2185	0.07455000000000001
2186	0.07452444285717057
2187	0.07525119719867321
2188	0.07644253011159056
2189	0.07781070868300528
2190	0.079068
2191	0.07996964318312484
2192	0.08044276548679978
2193	0.08045746619891231
2194	0.07998384460734989
2195	0.07899200000000001
2196	0.07749994441033012
2197	0.07571734085412769
2198	0.07390176509276022
2199	0.07231079288759518
2200	0.071202
2201	0.07076979517555472
2202	0.07095591909668943
2203	0.07163894543004679
2204	0.07269744784226943
2205	0.07401000000000001
2206	0.07544862688745105
2207	0.0768591587591146
2208	0.07808087718705264
2209	0.07895306374332711
2210	0.079315
2211	0.07907338527464115
2212	0.07840458986685221
2213	0.07755240182174267
2214	0.0767606091844221
2215	0.07627299999999999
2216	0.07625976001398434
2217	0.07659666577347657
2218	0.07708589152597668
2219	0.07752961151898451
2220	0.07772999999999999
2221	0.07754759066942152
2222	0.07707635503924144
2223	0.07646862407435059
2224	0.07587672873963985
2225	0.07545300000000001
2226	0.07530644530832958
2227	0.07537277806955764
2228	0.0755443881766209
2229	0.07571366552245612
2230	0.07577299999999999
2231	0.07564394009726018
2232	0.075364668682528
2233	0.07500252721916574
2234	0.07462485717053566
2235	0.074299
2236	0.07407081030262971
2237	0.07390019520033032
2238	0.0737255749467161
2239	0.07348536979540125
2240	0.073118
2241	0.07259084269222102
2242	0.07198710251615069
2243	0.07141894099396985
2244	0.07099851964785935
2245	0.070838
2246	0.07100216292848625
2247	0.07136626673506694
2248	0.07175818907740451
2249	0.07200580761316139
2250	0.071937
2251	0.07143458559383398
2252	0.07060115054358154
2253	0.06959422269641213
2254	0.06857132989949515
2255	0.06769
2256	0.06707583069617785
2257	0.06672669909060687
2258	0.06660855213694696
2259	0.06668733678885803
2260	0.066929
2261	0.06728947562145463
2262	0.067684645093991
2263	0.06802037675580005
2264	0.06820253894507275
2265	0.068137
2266	0.06776217081800368
2267	0.06714663253342917
2268	0.06639150883985284
2269	0.06559792343085101
2270	0.06486699999999999
2271	0.0642864971065307
2272	0.0638907127722923
2273	0.06370057988478856
2274	0.06373703133152321
2275	0.06402099999999999
2276	0.06454463275587351
2277	0.06518493237740158
2278	0.06579011562099291
2279	0.06620839924305616
2280	0.066288
2281	0.06593142786997529
2282	0.06525836571810137
2283	0.06444278963123984
2284	0.06365867569625219
2285	0.06308
2286	0.0628316397642254
2287	0.06284207675019295
2288	0.06299069385404781
2289	0.06315687397193509
2290	0.06322
2291	0.06308742907312311
2292	0.06277841528112682
2293	0.06234018695256897
2294	0.06181997241600742
2295	0.061265
2296	0.06071611594328217
2297	0.06018863812529978
2298	0.05969150233567631
2299	0.05923364436403523
2300	0.058824
2301	0.05848237915374822
2302	0.05827208821767404
2303	0.05826730770472576
2304	0.05854221812785165
2305	0.059171
2306	0.06017703944172496
2307	0.06138054500400405
2308	0.06255093084542067
2309	0.06345761112455819
2310	0.06387
2311	0.06361906307935197
2312	0.06278197176630976
2313	0.06149744891359159
2314	0.05990421737391562
2315	0.058141
2316	0.0563497242408672
2317	0.05468513593075688
2318	0.05330518550021294
2319	0.05236782337977934
2320	0.052031
2321	0.05238331995717922
2322	0.05323600451066272
2323	0.05433092908555662
2324	0.05540996910696701
2325	0.056215
2326	0.05656572393041594
2327	0.05659315002659224
2328	0.05650611415756057
2329	0.05651345219235261
2330	0.056824
2331	0.05754845632115704
2332	0.05840497138296832
2333	0.05901355828420109
2334	0.05899423012362258
2335	0.057967
2336	0.05572326678495595
2337	0.05273997244153449
2338	0.04966544470563505
2339	0.04714801131315709
2340	0.045836
2341	0.04614854853901918
2342	0.04758803485089374
2343	0.04942764689325869
2344	0.0509405726237491
2345	0.0514
2346	0.05031175505896733
2347	0.04811221615489058
2348	0.04547039972133018
2349	0.04305532219184652
2350	0.041536
2351	0.04139490322511151
2352	0.04236831652954393
2353	0.04400597822142058
2354	0.04585762660886483
2355	0.047473
2356	0.04851376004058661
2357	0.04908926172693371
2358	0.0494207833929875
2359	0.0497296033726942
2360	0.050237
2361	0.05105154461254205
2362	0.05183098056272124
2363	0.0521203442066294
2364	0.05146467190035838
2365	0.049409
2366	0.0457272455092452
2367	0.04110884802218134
2368	0.03647212778049488
2369	0.03273540502587228
2370	0.030817
2371	0.03134328135047715
2372	0.03377281134855341
2373	0.03727220067139109
2374	0.04100805999615251
2375	0.044147
2376	0.04602229308884619
2377	0.04663385858360502
2378	0.04614827753394075
2379	0.04473213098951766
2380	0.042552
2381	0.0398128982941381
2382	0.03687357031702652
2383	0.03413119319284588
2384	0.03198294404577684
2385	0.030826
2386	0.03092391373460143
2387	0.03200574014828892
2388	0.0336669096946757
2389	0.03550285282737499
2390	0.037109
2391	0.03818527076745619
2392	0.0388495410898178
2393	0.03932417602845132
2394	0.03983154064472323
2395	0.040594
2396	0.04173899519557384
2397	0.04301427149243988
2398	0.04407265019151901
2399	0.0445669525937321
2400	0.04415
2401	0.04261344445024847
2402	0.04030426094042266
2403	0.03770825520547264
2404	0.0353112329803484
2405	0.033599
2406	0.03290936300343229
2407	0.03298813274586943
2408	0.03343312098659044
2409	0.03384213948487429
2410	0.033813
2411	0.03305776753602238
2412	0.03174552007609958
2413	0.0301595888481656
2414	0.02858330508015441
2415	0.0273
2416	0.0265241668524782
2417	0.02619494694973223
2418	0.02618264362074716
2419	0.02635756019450806
2420	0.02659
2421	0.02682228505406483
2422	0.0272848121249715
2423	0.02827999666884577
2424	0.03011025414181335
2425	0.033078
2426	0.0372419329312625
2427	0.04168588455038176
2428	0.04524996970386978
2429	0.04677430323823853
2430	0.045099
2431	0.03959814322088521
2432	0.03178168967350146
2433	0.02369356451567511
2434	0.01737769290523251
2435	0.014878
2436	0.01753512618519666
2437	0.02387657275561239
2438	0.03172655623342978
2439	0.03890929314083145
2440	0.043249
2441	0.04316708003832815
2442	0.039473683304049
2443	0.03357614655060578
2444	0.02688180653144171
2445	0.020798
2446	0.01645060166149076
2447	0.01383963802819161
2448	0.01268367356414709
2449	0.01270127273340171
2450	0.013611
2451	0.01515671331570883
2452	0.01718344458318455
2453	0.01956151919280584
2454	0.02216126253495143
2455	0.024853
2456	0.02749273707567392
2457	0.02987919963907019
2458	0.03179679366462952
2459	0.03302992512679256
2460	0.033363
2461	0.0326617543815955
2462	0.03111724486053466
2463	0.02900185814867607
2464	0.02658798095787832
2465	0.024148
2466	0.02191939739794409
2467	0.02000003691879117
2468	0.0184528777406662
2469	0.01734087904169416
2470	0.016727
2471	0.01661917602662813
2472	0.01680524746430066
2473	0.01701803088865912
2474	0.01699034287534505
2475	0.016455
2476	0.01523463849554339
2477	0.01351117322400621
2478	0.01155633870469733
2479	0.009641869456925637
2480	0.0080395
2481	0.006952087591198313
2482	0.006306980439674513
2483	0.005962649492551559
2484	0.005777565696952404
2485	0.0056102
2486	0.005346428739663363
2487	0.004981749817295735
2488	0.004539066525096429
2489	0.00404128215526475
2490	0.0035113
2491	0.002985600650148242
2492	0.002554973891142542
2493	0.002323786807062722
2494	0.002396406481988602
2495	0.0028772
2496	0.003806595059743671
2497	0.004969261818134094
2498	0.006085931046652681
2499	0.006877333516780846
2500	0.0070642
2501	0.006466165510877075
2502	0.005298482036321084
2503	0.003875305806326554
2504	0.002510793050888016
2505	0.0015191
2506	0.001126926096748026
2507	0.001211143636581571
2508	0.001561168128041104
2509	0.001966415079667091
2510	0.0022163
2511	0.00215427010213082
2512	0.00183989941735263
2513	0.00138679368150903
2514	0.0009085586304436197
2515	0.0005188
2516	0.0003031010147286933
2517	0.0002349548540079086
2518	0.0002598321859227774
2519	0.0003232036785584308
2520	0.00037054
2521	0.0003599776229544068
2522	0.0003003162386157354
2523	0.0002130213427998607
2524	0.0001195584313226573
2525	4.1393e-05
2526	-5.05493110632052e-06
2527	-2.354724495085048e-05
2528	-2.289130024222016e-05
2529	-1.189445568905989e-05
2530	6.3593e-07
2531	7.66963091087532e-06
2532	9.284952307666462e-06
2533	7.337332249019941e-06
2534	3.68220879358228e-06
2535	1.7502e-07
2536	-1.724166217180757e-06
2537	-2.136762519815374e-06
2538	-1.579551713859611e-06
2539	-5.693166052692326e-07
2540	3.7716e-07
2541	8.545695879117053e-07
2542	9.035008121070301e-07
2543	6.760166181465021e-07
2544	3.241799515906494e-07
2545	5.3758e-11
2546	-1.772372786403042e-07
2547	-2.203215206466667e-07
2548	-1.747655919108771e-07
2549	-8.613611632472502e-08
2550	2.8222e-13
2551	4.769769356663162e-08
2552	5.949306249899698e-08
2553	4.754404753604652e-08
2554	2.400830719673072e-08
2555	1.0435e-09
2556	-1.175487944974226e-08
2557	-1.503999220628118e-08
2558	-1.202716323794896e-08
2559	-5.93171751307783e-09
2560	3.102e-11
2561	3.323182776617413e-09
2562	4.116738066767714e-09
2563	3.261111564109309e-09
2564	1.605728962300602e-09
2565	1.5955e-14
2566	-8.861729170351853e-10
2567	-1.101267724652029e-09
2568	-8.732696915986998e-10
2569	-4.30180041623367e-10
2570	1.5258e-18
2571	2.374515078310858e-10
2572	2.950847221965927e-10
2573	2.339921832568765e-10
2574	1.152664296464936e-10
2575	1.0786e-27
2576	-6.362493955552766e-11
2577	-7.906771292293153e-11
2578	-6.269801651253335e-11
2579	-3.088554673465487e-11
2580	3.8214e-22
2581	1.704825117288242e-11
2582	2.118612982565692e-11
2583	1.679988289214306e-11
2584	8.275757305778268e-12
2585	1.7194e-34
2586	-4.568065134556037e-12
2587	-5.676806378461085e-12
2588	-4.501515055088114e-12
2589	-2.217482487810095e-12
2590	5.4793e-31
2591	1.224009365537377e-12
2592	1.521095688269963e-12
2593	1.206177328233859e-12
2594	5.941726454651699e-13
2595	2.2838e-33
2596	-3.279723275934714e-13
2597	-4.075763746187635e-13
2598	-3.2319425784732e-13
2599	-1.592080940505841e-13
2600	4.4912e-28
2601	8.787994483650893e-14
2602	1.092098102050928e-13
2603	8.659970315542244e-14
2604	4.265973073716806e-14
2605	5.8053e-35
2606	-2.35474517525627e-14
2607	-2.92628662016064e-14
2608	-2.320455477436874e-14
2609	-1.143082889808739e-14
2610	5.9447e-34
2611	6.309862173742079e-15
2612	7.841654601332829e-15
2613	6.218515942052536e-15
2614	3.063584855181496e-15
2615	1.1196e-37
2616	-1.691996942405623e-15
2617	-2.10375220372492e-15
2618	-1.669508993841398e-15
2619	-8.235105226385689e-16
2620	5.6505e-29
2621	4.581255958805126e-16
2622	5.733542135670142e-16
2623	4.595200333133207e-16
2624	2.304572353731917e-16
2625	3.8687e-28
2626	-1.405054411155566e-16
2627	-1.896646505419917e-16
2628	-1.685711394104937e-16
2629	-9.831841885263798e-17
2630	2.8026e-45
2631	1.070183285832066e-16
2632	2.102816686022151e-16
2633	2.990628443296202e-16
2634	3.626346800380169e-16
2635	3.9027e-16
2636	3.752700467829282e-16
2637	3.270497361332151e-16
2638	2.590524020920378e-16
2639	1.847213787005737e-16
2640	1.175e-16
2641	6.797036332508057e-17
2642	3.526961918492486e-17
2643	1.567368138222887e-17
2644	5.458463719688586e-18
2645	8.998800000000001e-19
2646	-1.185920003250435e-18
2647	-1.821842632914422e-18
2648	-1.490558260953189e-18
2649	-6.747372593279704e-19
2650	1.4295e-19
2651	5.809058079316916e-19
2652	6.618231068168852e-19
2653	5.094675018675626e-19
2654	2.476045982957067e-19
2655	1.3133e-27
2656	-1.360418641635339e-19
2657	-1.690612944021084e-19
2658	-1.34059765965596e-19
2659	-6.603875541716904e-20
2660	2.6068e-25
2661	3.645249580525113e-20
2662	4.529992360797431e-20
2663	3.592120778007191e-20
2664	1.769501201344633e-20
2665	1.1123e-37
2666	-9.767131971941009e-21
2667	-1.213755722835594e-20
2668	-9.624416498800377e-21
2669	-4.740850512829871e-21
2670	0
2671	2.616165550672908e-21
2672	3.250361612329489e-21
2673	2.576474898649614e-21
2674	1.26839212331316e-21
2675	0
2676	-6.975302307506238e-22
2677	-8.638892209620075e-22
2678	-6.814830957980787e-22
2679	-3.327179804227667e-22
2680	0
2681	1.739553723295872e-22
2682	2.051952715185408e-22
2683	1.494574845427005e-22
2684	6.247979837790689e-23
2685	0
2686	1.708741514082788e-24
2687	4.310813554230835e-23
2688	8.365315983609258e-23
2689	8.279879214685113e-23
2690	1.0226e-29
2691	-1.807903210425655e-22
2692	-3.776277882450301e-22
2693	-4.840700908350991e-22
2694	-3.936749282664778e-22
2695	7.1284e-33
2696	7.214525813634528e-22
2697	1.46740305050598e-21
2698	1.852627228969631e-21
2699	1.49190093828933e-21
2700	0
2701	-2.705019999148561e-21
2702	-5.491984411547034e-21
2703	-6.926438824371228e-21
2704	-5.573928824796945e-21
2705	2.9315e-42
2706	1.009862741523444e-20
2707	2.050053459568369e-20
2708	2.585312806851574e-20
2709	2.080381436089851e-20
2710	1.125e-35
2711	-3.768948935333318e-20
2712	-7.651015150353973e-20
2713	-9.648606512137969e-20
2714	-7.764130887761307e-20
2715	3.8557e-26
2716	1.406593953907703e-19
2717	2.855401673482913e-19
2718	3.600912570332271e-19
2719	2.897615670492418e-19
2720	5.6052e-45
2721	-5.249421115100602e-19
2722	-1.065603714873402e-18
2723	-1.343721327481713e-18
2724	-1.081031466726683e-18
2725	7.2935e-22
2726	1.965204767990654e-18
2727	4.017559083273627e-18
2728	5.148336754561272e-18
2729	4.348082240565944e-18
2730	6.0734e-19
2731	-6.303024549652559e-18
2732	-1.349086215582111e-17
2733	-1.728370260716338e-17
2734	-1.40090756923371e-17
2735	5.4888e-21
2736	2.555475042263823e-17
2737	5.192262609416003e-17
2738	6.551532207459582e-17
2739	5.273904462397612e-17
2740	2.3314e-27
2741	-9.558424933257832e-17
2742	-1.940507161320745e-16
2743	-2.447250569497488e-16
2744	-1.969329283391934e-16
2745	1.3146e-23
2746	3.567850794777144e-16
2747	7.242814567297316e-16
2748	9.133852995013081e-16
2749	7.349927623917008e-16
2750	1.6648e-28
2751	-1.331556018832339e-15
2752	-2.703075068298062e-15
2753	-3.408816108347549e-15
2754	-2.743038098931346e-15
2755	6.7262e-44
2756	4.969439002583025e-15
2757	1.008801881930259e-14
2758	1.272187913473064e-14
2759	1.023715963343913e-14
2760	0
2761	-1.854619999149965e-14
2762	-3.76490002089121e-14
2763	-4.747870043057444e-14
2764	-3.82056004348238e-14
2765	2.6777e-27
2766	6.921536096348719e-14
2767	1.405079820168888e-13
2768	1.771929225893857e-13
2769	1.425852421101563e-13
2770	8.3791e-24
2771	-2.58315243848228e-13
2772	-5.243829278377869e-13
2773	-6.612929898998804e-13
2774	-5.321353679740904e-13
2775	3.999e-38
2776	9.64045614461133e-13
2777	1.957023729361341e-12
2778	2.467979037030984e-12
2779	1.985956229800417e-12
2780	4.8067e-34
2781	-3.597867213992012e-12
2782	-7.303711989605769e-12
2783	-9.210623158223517e-12
2784	-7.411689551227507e-12
2785	3.8866e-27
2786	1.342742421510693e-11
2787	2.725783201786174e-11
2788	3.437453988306311e-11
2789	2.766086428550963e-11
2790	1.217e-16
2791	-5.011162034683569e-11
2792	-1.017272901210412e-10
2793	-1.282870648368289e-10
2794	-1.03231121708411e-10
2795	3.6205e-16
2796	1.870333189218358e-10
2797	3.797581201811031e-10
2798	4.791312467994525e-10
2799	3.861091797485345e-10
2800	1.6484e-12
2801	-6.952239968089077e-10
2802	-1.413198456378571e-09
2803	-1.782894809743781e-09
2804	-1.434932887939327e-09
2805	6.7478e-14
2806	2.603433481971394e-09
2807	5.304280417599982e-09
2808	6.743670603442872e-09
2809	5.562666358057174e-09
2810	4.0233e-10
2811	-9.032764133524669e-09
2812	-1.878399363072536e-08
2813	-2.38292240611637e-08
2814	-1.914632099440136e-08
2815	2.8685e-10
2816	3.55367363048633e-08
2817	7.184703711254945e-08
2818	9.050576456780394e-08
2819	7.28009308153723e-08
2820	2.0548e-11
2821	-1.303794983179285e-07
2822	-2.562718289154724e-07
2823	-2.993611911540523e-07
2824	-1.813523323950879e-07
2825	1.7605e-07
2826	8.159930777988507e-07
2827	1.64103224928534e-06
2828	2.518574881872404e-06
2829	3.316028342972979e-06
2830	3.9008e-06
2831	4.148349409778526e-06
2832	3.966344886782112e-06
2833	3.270506934896435e-06
2834	1.976556058007171e-06
2835	2.1276e-10
2836	-2.556696355952956e-06
2837	-4.847920289533789e-06
2838	-5.841101941138143e-06
2839	-4.503884211161664e-06
2840	1.9609e-07
2841	8.733619337873298e-06
2842	1.935326863167304e-05
2843	2.974204425653614e-05
2844	3.758695258759948e-05
2845	4.0575e-05
2846	3.718878529757976e-05
2847	2.909327699900162e-05
2848	1.87490360516336e-05
2849	8.616623402843717e-06
2850	1.1566e-06
2851	-1.887379488192358e-06
2852	-1.639285507679532e-06
2853	6.000521692947321e-08
2854	1.369615961025652e-06
2855	4.4867e-07
2856	-3.524500624810326e-06
2857	-7.294728808283487e-06
2858	-6.587638679351488e-06
2859	2.871145633053682e-06
2860	2.5356e-05
2861	6.262014446743367e-05
2862	0.0001063321757808135
2863	0.0001456395348604765
2864	0.0001696896626267596
2865	0.00016763
2866	0.0001335717289950756
2867	8.148099600502951e-05
2868	3.028768851744551e-05
2869	-1.078305980092302e-06
2870	6.3129e-06
2871	6.422740995226364e-05
2872	0.0001557761913990684
2873	0.0002569064278697414
2874	0.0003435653028936095
2875	0.0003917
2876	0.0003855343247958698
2877	0.0003423985711986967
2878	0.0002878996552035889
2879	0.000247644492805654
2880	0.00024724
2881	0.0003020058956642573
2882	0.0003861131102061446
2883	0.0004634453769159033
2884	0.0004978864290837747
2885	0.00045332
2886	0.0003128692125471014
2887	0.0001366147479767249
2888	3.876677132797792e-06
2889	-6.024929140752762e-06
2890	0.00018623
2891	0.0006256274941473375
2892	0.001219817417886956
2893	0.001842115594552906
2894	0.002365837847479237
2895	0.0026643
2896	0.002646559930863549
2897	0.002364643740475452
2898	0.00190631958465558
2899	0.001359355619223806
2900	0.00081152
2901	0.0003424193423984665
2902	-9.858997887636847e-07
2903	-0.0001798968131752269
2904	-0.00015551448437446
2905	0.00011096
2906	0.0006286401395425854
2907	0.001287897778679602
2908	0.001949419348045327
2909	0.002473891278274034
2910	0.002722
2911	0.002604967779431193
2912	0.002236160225070354
2913	0.001779478780993919
2914	0.001398824891278323
2915	0.0012581
2916	0.001465244262732644
2917	0.001904352681038982
2918	0.002403558967978997
2919	0.002790996836612675
2920	0.0028948
2921	0.00260661836963823
2922	0.00207216665077372
2923	0.001500675747090094
2924	0.001101376562270979
2925	0.0010835
2926	0.001591055058714432
2927	0.002507163115866138
2928	0.003649723643660628
2929	0.004836636114303412
2930	0.0058858
2931	0.00664550219550404
2932	0.007085579285761727
2933	0.007206255278267393
2934	0.007007754180515375
2935	0.0064903
2936	0.00567412255926941
2937	0.004659474941086955
2938	0.003566616043269797
2939	0.002515804763635093
2940	0.0016273
2941	0.001002324367418325
2942	0.0006659553498904531
2943	0.0006242341486534194
2944	0.0008832019649442577
2945	0.0014489
2946	0.002296471971057293
2947	0.003277471659351233
2948	0.004212555362116525
2949	0.004922379376587878
2950	0.0052276
2951	0.005012301348352502
2952	0.004414278812704616
2953	0.00363475560288048
2954	0.002874954928704229
2955	0.0023361
2956	0.002176200235532698
2957	0.002380409889830301
2958	0.002890669426361554
2959	0.003648919308595205
2960	0.0045971
2961	0.005655416109516706
2962	0.006657128827974181
2963	0.007413763491673301
2964	0.007736845436914949
2965	0.0074379
2966	0.006411141966400477
2967	0.004881543918272977
2968	0.003156767886945238
2969	0.001544475903745
2970	0.00035233
2971	-0.0001968691751186161
2972	-0.0002197665010660894
2973	8.213176054574568e-05
2974	0.0005073193481050541
2975	0.00085429
2976	0.0009773368940739877
2977	0.0009539509659913799
2978	0.0009174225908717781
2979	0.001001042143834785
2980	0.0013381
2981	0.002025667918822666
2982	0.003015943197100569
2983	0.004224904515967141
2984	0.005568530556555809
2985	0.0069628
2986	0.008311907110635354
2987	0.009472908485606344
2988	0.01029107630525966
2989	0.01061168274994198
2990	0.01028
2991	0.009228130038635924
2992	0.007735494060474058
2993	0.006168343062994232
2994	0.00489292804367627
2995	0.0042755
2996	0.004554071934820949
2997	0.005453704872497418
2998	0.006571221842763417
2999	0.007503445875352942
3000	0.0078472
3001	0.007329410222080284
3002	0.006197414449536266
3003	0.004828653565952104
3004	0.003600568454911962
3005	0.0028906
3006	0.002968388776857913
3007	0.003672374129357519
3008	0.004733195093428168
3009	0.005881490704999211
3010	0.0068479
3011	0.007411310670488063
3012	0.007543605033033659
3013	0.007264914060335223
3014	0.006595368725091191
3015	0.0055551
3016	0.004205328461189831
3017	0.002771633098507843
3018	0.00152068250523094
3019	0.0007191452746360245
3020	0.00063369
3021	0.001428761724752613
3022	0.002859911292934969
3023	0.004580465998741018
3024	0.006243753136364714
3025	0.0075031
3026	0.008095578799799722
3027	0.008093241409752283
3028	0.007651884619804985
3029	0.006927305219905124
3030	0.0060753
3031	0.005228800356048504
3032	0.004429276108055898
3033	0.003695331682039042
3034	0.00304557150401479
3035	0.0024986
3036	0.002073561376006266
3037	0.001791758958024124
3038	0.00167503585203885
3039	0.001745235164035717
3040	0.0020242
3041	0.002508925339926435
3042	0.003097013659847607
3043	0.003661219309805561
3044	0.004074296639842344
3045	0.004209
3046	0.003976314064287993
3047	0.003440144802585448
3048	0.002702628508738907
3049	0.00186590147659491
3050	0.0010321
3051	0.0003018221629215923
3052	-0.0002304867901893997
3053	-0.0004719198247611877
3054	-0.0003295699062219836
3055	0.00028947
3056	0.001418222404025638
3057	0.002850171718172151
3058	0.004318917830305843
3059	0.005558060628293025
3060	0.0063012
3061	0.006359203500975857
3062	0.005852009357500798
3063	0.004976823463537813
3064	0.003930851713049886
3065	0.0029113
3066	0.002088471432070938
3067	0.001525057971824656
3068	0.001256848795542905
3069	0.001319633079507436
3070	0.0017492
3071	0.002544304370740392
3072	0.003555563555200579
3073	0.004596560554290569
3074	0.005480878368920373
3075	0.0060221
3076	0.006086330284967494
3077	0.005749761407373028
3078	0.005141107387294819
3079	0.004389082244811073
3080	0.0036224
3081	0.002951318489389635
3082	0.002412270815307303
3083	0.002023233896530153
3084	0.001802184651835336
3085	0.0017671
3086	0.001914918157473968
3087	0.002158422531397759
3088	0.002389357826584566
3089	0.002499468747847582
3090	0.0023805
3091	0.001972952880714493
3092	0.00141235505910166
3093	0.0008829907971315803
3094	0.0005691443567743342
3095	0.0006551
3096	0.00125209511966806
3097	0.002179179632195601
3098	0.003182356584889111
3099	0.004007629025055082
3100	0.004401
3101	0.004187849440613269
3102	0.003511064812115939
3103	0.002592910463311974
3104	0.00165565074300534
3105	0.00092155
