0.00000,54.43250
0.00402,54.43250
0.00804,54.43250
0.01206,54.43250
0.01608,54.43250
0.02010,54.43250
0.02412,54.43250
0.02814,54.43250
0.03216,54.43250
0.03618,54.43250
0.04020,54.43250
0.04422,54.43250
0.04824,54.43250
0.05226,54.43250
0.05628,54.43250
0.06030,54.43250
0.06432,54.43250
0.06834,54.43250
0.07236,54.43250
0.07638,54.43250
0.08040,54.43250
0.08442,54.43250
0.08844,54.43250
0.09246,54.43250
0.09648,54.43250
0.10050,54.43250
0.10452,54.43250
0.10854,54.43250
0.11256,54.43250
0.11658,54.43250
0.12060,54.43250
0.12462,54.43250
0.12864,54.43250
0.13266,54.43250
0.13668,54.43250
0.14070,54.43250
0.14472,54.43250
0.14874,54.43250
0.15276,54.43250
0.15678,54.43250
0.16080,54.43250
0.16482,54.43250
0.16884,54.43250
0.17286,54.43250
0.17688,54.43250
0.18090,54.43250
0.18492,54.43249
0.18894,54.43249
0.19296,54.43249
0.19698,54.43249
0.20100,54.43248
0.20502,54.43248
0.20904,54.43248
0.21306,54.43247
0.21708,54.43247
0.22110,54.43246
0.22512,54.43245
0.22914,54.43244
0.23316,54.43243
0.23718,54.43242
0.24120,54.43241
0.24522,54.43239
0.24924,54.43237
0.25326,54.43235
0.25728,54.43232
0.26130,54.43229
0.26532,54.43225
0.26934,54.43221
0.27336,54.43216
0.27738,54.43210
0.28140,54.43203
0.28542,54.43195
0.28944,54.43186
0.29346,54.43175
0.29748,54.43162
0.30150,54.43147
0.30552,54.43130
0.30954,54.43110
0.31356,54.43086
0.31758,54.43058
0.32160,54.43025
0.32562,54.42987
0.32964,54.42942
0.33367,54.42890
0.33769,54.42829
0.34171,54.42758
0.34573,54.42674
0.34975,54.42577
0.35377,54.42462
0.35779,54.42329
0.36181,54.42173
0.36583,54.41990
0.36985,54.41777
0.37387,54.41527
0.37789,54.41235
0.38191,54.40893
0.38593,54.40494
0.38995,54.40026
0.39397,54.39480
0.39799,54.38841
0.40201,54.38094
0.40603,54.37220
0.41005,54.36198
0.41407,54.35003
0.41809,54.33605
0.42211,54.31971
0.42613,54.30059
0.43015,54.27824
0.43417,54.25209
0.43819,54.22152
0.44221,54.18576
0.44623,54.14395
0.45025,54.09505
0.45427,54.03786
0.45829,53.97099
0.46231,53.89277
0.46633,53.80131
0.47035,53.69434
0.47437,53.56925
0.47839,53.42296
0.48241,53.25187
0.48643,53.05180
0.49045,52.81782
0.49447,52.54418
0.49849,52.22418
0.50251,51.84994
0.50653,51.41228
0.51055,50.90046
0.51457,50.30189
0.51859,49.60189
0.52261,48.78326
0.52663,47.82590
0.53065,46.70630
0.53467,45.39695
0.53869,43.86571
0.54271,42.07497
0.54673,39.98075
0.55075,37.53161
0.55477,34.66740
0.55879,31.31776
0.56281,27.40044
0.56683,22.81919
0.57085,17.46149
0.57487,11.19572
0.57889,3.86794
0.58291,-4.70188
0.58693,-14.72430
0.59095,-26.44563
0.59497,-40.15391
0.59899,-56.18611
0.60301,-74.93635
0.60703,-96.86565
0.61105,-122.51333
0.61507,-152.51032
0.61909,-187.59474
0.62311,-228.63019
0.62713,-276.62718
0.63115,-332.76818
0.63517,-398.43709
0.63919,-475.25369
0.64321,-565.11417
0.64723,-670.23863
0.65125,-793.22697
0.65527,-937.12457
0.65929,-1105.49953
0.66331,-1302.53381
0.66733,-1533.13057
0.67135,-1803.04115
0.67537,-2119.01513
0.67939,-2488.97841
0.68341,-2922.24466
0.68743,-3429.76732
0.69145,-4024.44063
0.69547,-4721.46062
0.69949,-5538.75957
0.70351,-6497.53153
0.70753,-7622.87102
0.71155,-8944.55427
0.71557,-10498.00123
0.71959,-12325.46954
0.72361,-14477.54962
0.72763,-17015.05611
0.73165,-20011.44796
0.73567,-23555.96604
0.73969,-27757.76115
0.74371,-32751.41692
0.74773,-38704.48146
0.75175,-45827.96438
0.75577,-54391.33844
0.75979,-64744.61133
0.76381,-77351.92682
0.76783,-92844.83773
0.77185,-112111.02863
0.77587,-136451.38162
0.77989,-167880.60317
0.78391,-209765.62501
0.78793,-268395.21394
0.79195,-357820.87726
0.79597,-522603.59305
0.79999,-2129280.98247
